state,state_abbreviation,county,fips,party,candidate,MAX(votes),fraction_votes,county_state
Georgia,GA,Pierce,13229,Democrat,Hillary_Clinton,219,0.67,Pierce_GA
Georgia,GA,Rabun,13241,Democrat,Hillary_Clinton,397,0.541,Rabun_GA
Georgia,GA,Richmond,13245,Democrat,Hillary_Clinton,16269,0.817,Richmond_GA
Georgia,GA,Rockdale,13247,Democrat,Hillary_Clinton,7930,0.78,Rockdale_GA
Georgia,GA,Schley,13249,Democrat,Hillary_Clinton,146,0.834,Schley_GA
Georgia,GA,Screven,13251,Democrat,Hillary_Clinton,771,0.811,Screven_GA
Georgia,GA,Spalding,13255,Democrat,Hillary_Clinton,3129,0.786,Spalding_GA
Georgia,GA,Talbot,13263,Democrat,Hillary_Clinton,852,0.867,Talbot_GA
Georgia,GA,Taliaferro,13265,Democrat,Hillary_Clinton,236,0.864,Taliaferro_GA
Georgia,GA,Tattnall,13267,Democrat,Hillary_Clinton,518,0.761,Tattnall_GA
Georgia,GA,Telfair,13271,Democrat,Hillary_Clinton,426,0.811,Telfair_GA
Georgia,GA,Terrell,13273,Democrat,Hillary_Clinton,804,0.881,Terrell_GA
Georgia,GA,Thomas,13275,Democrat,Hillary_Clinton,2053,0.782,Thomas_GA
Georgia,GA,Tift,13277,Democrat,Hillary_Clinton,1151,0.759,Tift_GA
Georgia,GA,Toombs,13279,Democrat,Hillary_Clinton,562,0.762,Toombs_GA
Georgia,GA,Towns,13281,Democrat,Hillary_Clinton,312,0.529,Towns_GA
Georgia,GA,Treutlen,13283,Democrat,Hillary_Clinton,300,0.822,Treutlen_GA
Georgia,GA,Troup,13285,Democrat,Hillary_Clinton,3357,0.789,Troup_GA
Georgia,GA,Turner,13287,Democrat,Hillary_Clinton,330,0.789,Turner_GA
Georgia,GA,Twiggs,13289,Democrat,Hillary_Clinton,818,0.864,Twiggs_GA
Georgia,GA,Upson,13293,Democrat,Hillary_Clinton,1236,0.808,Upson_GA
Georgia,GA,Walton,13297,Democrat,Hillary_Clinton,2309,0.699,Walton_GA
Georgia,GA,Ware,13299,Democrat,Hillary_Clinton,919,0.75,Ware_GA
Georgia,GA,Wheeler,13309,Democrat,Hillary_Clinton,177,0.859,Wheeler_GA
Georgia,GA,Whitfield,13313,Democrat,Hillary_Clinton,1536,0.533,Whitfield_GA
Georgia,GA,Worth,13321,Democrat,Hillary_Clinton,684,0.794,Worth_GA
Idaho,ID,Ada,16001,Democrat,Bernie_Sanders,7336,0.805,Ada_ID
Idaho,ID,Bannock,16005,Democrat,Bernie_Sanders,1197,0.797,Bannock_ID
Idaho,ID,Bear Lake,16007,Democrat,Bernie_Sanders,25,0.676,Bear Lake_ID
Idaho,ID,Benewah,16009,Democrat,Bernie_Sanders,49,0.69,Benewah_ID
Idaho,ID,Bingham,16011,Democrat,Bernie_Sanders,181,0.764,Bingham_ID
Idaho,ID,Blaine,16013,Democrat,Bernie_Sanders,539,0.683,Blaine_ID
Idaho,ID,Boise,16015,Democrat,Bernie_Sanders,76,0.679,Boise_ID
Idaho,ID,Bonner,16017,Democrat,Bernie_Sanders,716,0.793,Bonner_ID
Idaho,ID,Bonneville,16019,Democrat,Bernie_Sanders,822,0.791,Bonneville_ID
Idaho,ID,Boundary,16021,Democrat,Bernie_Sanders,158,0.84,Boundary_ID
Idaho,ID,Butte,16023,Democrat,Bernie_Sanders,20,0.769,Butte_ID
Idaho,ID,Camas,16025,Democrat,Bernie_Sanders,11,0.579,Camas_ID
Idaho,ID,Canyon,16027,Democrat,Bernie_Sanders,1312,0.818,Canyon_ID
Idaho,ID,Caribou,16029,Democrat,Bernie_Sanders,7,0.7,Caribou_ID
Idaho,ID,Cassia,16031,Democrat,Bernie_Sanders,57,0.613,Cassia_ID
Idaho,ID,Clearwater,16035,Democrat,Bernie_Sanders,53,0.582,Clearwater_ID
Idaho,ID,Gem,16045,Democrat,Bernie_Sanders,131,0.704,Gem_ID
Idaho,ID,Gooding,16047,Democrat,Bernie_Sanders,49,0.636,Gooding_ID
Idaho,ID,Jerome,16053,Democrat,Bernie_Sanders,107,0.77,Jerome_ID
Idaho,ID,Kootenai,16055,Democrat,Bernie_Sanders,1561,0.759,Kootenai_ID
Idaho,ID,Latah,16057,Democrat,Bernie_Sanders,1612,0.839,Latah_ID
Idaho,ID,Lemhi,16059,Democrat,Bernie_Sanders,71,0.755,Lemhi_ID
Idaho,ID,Minidoka,16067,Democrat,Bernie_Sanders,51,0.654,Minidoka_ID
Idaho,ID,Nez Perce,16069,Democrat,Bernie_Sanders,383,0.707,Nez Perce_ID
Idaho,ID,Oneida,16071,Democrat,Bernie_Sanders,6,0.545,Oneida_ID
Idaho,ID,Owyhee,16073,Democrat,Bernie_Sanders,40,0.645,Owyhee_ID
Idaho,ID,Payette,16075,Democrat,Bernie_Sanders,91,0.664,Payette_ID
Idaho,ID,Power,16077,Democrat,Bernie_Sanders,45,0.703,Power_ID
Idaho,ID,Shoshone,16079,Democrat,Bernie_Sanders,85,0.654,Shoshone_ID
Idaho,ID,Teton,16081,Democrat,Bernie_Sanders,311,0.778,Teton_ID
Idaho,ID,Twin Falls,16083,Democrat,Bernie_Sanders,522,0.722,Twin Falls_ID
Idaho,ID,Valley,16085,Democrat,Bernie_Sanders,198,0.731,Valley_ID
Illinois,IL,Bond,17005,Democrat,Bernie_Sanders,858,0.534,Bond_IL
Illinois,IL,Bureau,17011,Democrat,Bernie_Sanders,1852,0.542,Bureau_IL
Illinois,IL,Champaign,17019,Democrat,Bernie_Sanders,20581,0.659,Champaign_IL
Illinois,IL,Coles,17029,Democrat,Bernie_Sanders,2522,0.59,Coles_IL
Illinois,IL,Edgar,17045,Democrat,Bernie_Sanders,468,0.497,Edgar_IL
Illinois,IL,Edwards,17047,Democrat,Bernie_Sanders,148,0.498,Edwards_IL
Illinois,IL,Effingham,17049,Democrat,Bernie_Sanders,1247,0.58,Effingham_IL
Illinois,IL,Ford,17053,Democrat,Bernie_Sanders,438,0.594,Ford_IL
Illinois,IL,Gallatin,17059,Democrat,Bernie_Sanders,663,0.504,Gallatin_IL
Illinois,IL,Grundy,17063,Democrat,Bernie_Sanders,3095,0.596,Grundy_IL
Illinois,IL,Iroquois,17075,Democrat,Bernie_Sanders,875,0.606,Iroquois_IL
Illinois,IL,Jersey,17083,Democrat,Bernie_Sanders,1069,0.545,Jersey_IL
Illinois,IL,Kane,17089,Democrat,Bernie_Sanders,31085,0.562,Kane_IL
Illinois,IL,Kankakee,17091,Democrat,Bernie_Sanders,5751,0.536,Kankakee_IL
Illinois,IL,Kendall,17093,Democrat,Bernie_Sanders,7482,0.584,Kendall_IL
Illinois,IL,Lake,17097,Democrat,Hillary_Clinton,49750,0.527,Lake_IL
Illinois,IL,Macon,17115,Democrat,Hillary_Clinton,5945,0.538,Macon_IL
Illinois,IL,Macoupin,17117,Democrat,Bernie_Sanders,3552,0.55,Macoupin_IL
Illinois,IL,Massac,17127,Democrat,Hillary_Clinton,539,0.513,Massac_IL
Illinois,IL,McDonough,17109,Democrat,Bernie_Sanders,1469,0.578,McDonough_IL
Illinois,IL,McHenry,17111,Democrat,Bernie_Sanders,15502,0.611,McHenry_IL
Illinois,IL,McLean,17113,Democrat,Bernie_Sanders,12936,0.624,McLean_IL
Illinois,IL,Menard,17129,Democrat,Bernie_Sanders,491,0.547,Menard_IL
Illinois,IL,Moultrie,17139,Democrat,Bernie_Sanders,566,0.54,Moultrie_IL
Illinois,IL,Ogle,17141,Democrat,Bernie_Sanders,2642,0.592,Ogle_IL
Illinois,IL,Peoria,17143,Democrat,Hillary_Clinton,11341,0.52,Peoria_IL
Illinois,IL,Piatt,17147,Democrat,Bernie_Sanders,1016,0.555,Piatt_IL
Illinois,IL,Rock Island,17161,Democrat,Hillary_Clinton,10216,0.516,Rock Island_IL
Illinois,IL,Sangamon,17167,Democrat,Bernie_Sanders,10365,0.526,Sangamon_IL
Illinois,IL,Schuyler,17169,Democrat,Hillary_Clinton,368,0.544,Schuyler_IL
Illinois,IL,Stephenson,17177,Democrat,Hillary_Clinton,1953,0.502,Stephenson_IL
Illinois,IL,Tazewell,17179,Democrat,Bernie_Sanders,7154,0.545,Tazewell_IL
Illinois,IL,Vermilion,17183,Democrat,Hillary_Clinton,3017,0.512,Vermilion_IL
Illinois,IL,Wabash,17185,Democrat,Hillary_Clinton,356,0.499,Wabash_IL
Illinois,IL,Whiteside,17195,Democrat,Bernie_Sanders,3102,0.514,Whiteside_IL
Illinois,IL,Will,17197,Democrat,Bernie_Sanders,46305,0.524,Will_IL
Illinois,IL,Winnebago,17201,Democrat,Bernie_Sanders,16715,0.523,Winnebago_IL
Illinois,IL,Woodford,17203,Democrat,Bernie_Sanders,1616,0.555,Woodford_IL
Iowa,IA,Allamakee,19005,Democrat,Hillary_Clinton,304,0.507,Allamakee_IA
Iowa,IA,Appanoose,19007,Democrat,Hillary_Clinton,273,0.547,Appanoose_IA
Iowa,IA,Audubon,19009,Democrat,Hillary_Clinton,187,0.625,Audubon_IA
Iowa,IA,Black Hawk,19013,Democrat,Bernie_Sanders,3647,0.529,Black Hawk_IA
Iowa,IA,Bremer,19017,Democrat,Hillary_Clinton,640,0.533,Bremer_IA
Iowa,IA,Buena Vista,19021,Democrat,Hillary_Clinton,291,0.486,Buena Vista_IA
Iowa,IA,Cedar,19031,Democrat,Bernie_Sanders,445,0.557,Cedar_IA
Iowa,IA,Cerro Gordo,19033,Democrat,Bernie_Sanders,1108,0.504,Cerro Gordo_IA
Iowa,IA,Des Moines,19057,Democrat,Bernie_Sanders,1066,0.533,Des Moines_IA
Iowa,IA,Dubuque,19061,Democrat,Hillary_Clinton,2504,0.522,Dubuque_IA
Iowa,IA,Guthrie,19077,Democrat,Hillary_Clinton,220,0.55,Guthrie_IA
Iowa,IA,Humboldt,19091,Democrat,Hillary_Clinton,166,0.555,Humboldt_IA
Iowa,IA,Ida,19093,Democrat,Hillary_Clinton,106,0.533,Ida_IA
Iowa,IA,Iowa,19095,Democrat,Hillary_Clinton,357,0.51,Iowa_IA
Iowa,IA,Johnson,19103,Democrat,Bernie_Sanders,5473,0.595,Johnson_IA
Iowa,IA,Keokuk,19107,Democrat,Hillary_Clinton,250,0.625,Keokuk_IA
Iowa,IA,Kossuth,19109,Democrat,Hillary_Clinton,360,0.608,Kossuth_IA
Iowa,IA,Linn,19113,Democrat,Bernie_Sanders,6331,0.523,Linn_IA
Iowa,IA,Lyon,19119,Democrat,Bernie_Sanders,113,0.568,Lyon_IA
Iowa,IA,Mahaska,19123,Democrat,Hillary_Clinton,393,0.562,Mahaska_IA
Iowa,IA,Mills,19129,Democrat,Hillary_Clinton,255,0.511,Mills_IA
Iowa,IA,Monona,19133,Democrat,Hillary_Clinton,180,0.602,Monona_IA
Iowa,IA,Muscatine,19139,Democrat,Bernie_Sanders,972,0.54,Muscatine_IA
Iowa,IA,Palo Alto,19147,Democrat,Hillary_Clinton,213,0.534,Palo Alto_IA
Iowa,IA,Pocahontas,19151,Democrat,Hillary_Clinton,198,0.66,Pocahontas_IA
Iowa,IA,Pottawattamie,19155,Democrat,Bernie_Sanders,1573,0.508,Pottawattamie_IA
Iowa,IA,Poweshiek,19157,Democrat,Bernie_Sanders,475,0.528,Poweshiek_IA
Iowa,IA,Ringgold,19159,Democrat,Hillary_Clinton,132,0.663,Ringgold_IA
Iowa,IA,Sac,19161,Democrat,Hillary_Clinton,165,0.55,Sac_IA
Iowa,IA,Scott,19163,Democrat,Bernie_Sanders,4144,0.505,Scott_IA
Iowa,IA,Sioux,19167,Democrat,Bernie_Sanders,202,0.506,Sioux_IA
Iowa,IA,Story,19169,Democrat,Bernie_Sanders,2737,0.595,Story_IA
Iowa,IA,Tama,19171,Democrat,Hillary_Clinton,476,0.529,Tama_IA
Iowa,IA,Wapello,19179,Democrat,Hillary_Clinton,817,0.548,Wapello_IA
Iowa,IA,Winneshiek,19191,Democrat,Bernie_Sanders,616,0.56,Winneshiek_IA
Iowa,IA,Woodbury,19193,Democrat,Bernie_Sanders,1920,0.533,Woodbury_IA
Louisiana,LA,Acadia,22001,Democrat,Hillary_Clinton,1862,0.537,Acadia_LA
Louisiana,LA,Ascension,22005,Democrat,Hillary_Clinton,4221,0.711,Ascension_LA
Louisiana,LA,Assumption,22007,Democrat,Hillary_Clinton,1139,0.714,Assumption_LA
Louisiana,LA,Avoyelles,22009,Democrat,Hillary_Clinton,1181,0.64,Avoyelles_LA
Louisiana,LA,Beauregard,22011,Democrat,Hillary_Clinton,679,0.535,Beauregard_LA
Louisiana,LA,Bienville,22013,Democrat,Hillary_Clinton,1056,0.769,Bienville_LA
Louisiana,LA,Bossier,22015,Democrat,Hillary_Clinton,2919,0.665,Bossier_LA
Louisiana,LA,Caddo,22017,Democrat,Hillary_Clinton,16666,0.798,Caddo_LA
Louisiana,LA,Calcasieu,22019,Democrat,Hillary_Clinton,6594,0.657,Calcasieu_LA
Louisiana,LA,Catahoula,22025,Democrat,Hillary_Clinton,431,0.606,Catahoula_LA
Louisiana,LA,Concordia,22029,Democrat,Hillary_Clinton,1830,0.767,Concordia_LA
Louisiana,LA,East Baton Rouge,22033,Democrat,Hillary_Clinton,32960,0.784,East Baton Rouge_LA
Louisiana,LA,East Carroll,22035,Democrat,Hillary_Clinton,508,0.88,East Carroll_LA
Louisiana,LA,East Feliciana,22037,Democrat,Hillary_Clinton,1847,0.776,East Feliciana_LA
Louisiana,LA,Evangeline,22039,Democrat,Hillary_Clinton,1319,0.631,Evangeline_LA
Louisiana,LA,Iberia,22045,Democrat,Hillary_Clinton,2171,0.664,Iberia_LA
Louisiana,LA,Iberville,22047,Democrat,Hillary_Clinton,3699,0.696,Iberville_LA
Louisiana,LA,Lafayette,22055,Democrat,Hillary_Clinton,5920,0.597,Lafayette_LA
Louisiana,LA,Lafourche,22057,Democrat,Hillary_Clinton,2512,0.505,Lafourche_LA
Louisiana,LA,Morehouse,22067,Democrat,Hillary_Clinton,1513,0.788,Morehouse_LA
Louisiana,LA,Natchitoches,22069,Democrat,Hillary_Clinton,2545,0.681,Natchitoches_LA
Louisiana,LA,Orleans,22071,Democrat,Hillary_Clinton,40601,0.747,Orleans_LA
Louisiana,LA,Ouachita,22073,Democrat,Hillary_Clinton,8995,0.786,Ouachita_LA
Louisiana,LA,Plaquemines,22075,Democrat,Hillary_Clinton,674,0.716,Plaquemines_LA
Louisiana,LA,Pointe Coupee,22077,Democrat,Hillary_Clinton,1680,0.767,Pointe Coupee_LA
Louisiana,LA,Rapides,22079,Democrat,Hillary_Clinton,4722,0.713,Rapides_LA
Louisiana,LA,Red River,22081,Democrat,Hillary_Clinton,530,0.753,Red River_LA
Louisiana,LA,Sabine,22085,Democrat,Hillary_Clinton,387,0.498,Sabine_LA
Louisiana,LA,Tangipahoa,22105,Democrat,Hillary_Clinton,4267,0.657,Tangipahoa_LA
Louisiana,LA,Tensas,22107,Democrat,Hillary_Clinton,492,0.828,Tensas_LA
Louisiana,LA,Terrebonne,22109,Democrat,Hillary_Clinton,2647,0.667,Terrebonne_LA
Louisiana,LA,Vernon,22115,Democrat,Hillary_Clinton,610,0.495,Vernon_LA
Louisiana,LA,Webster,22119,Democrat,Hillary_Clinton,1878,0.748,Webster_LA
Louisiana,LA,West Baton Rouge,22121,Democrat,Hillary_Clinton,2178,0.734,West Baton Rouge_LA
Louisiana,LA,West Carroll,22123,Democrat,Hillary_Clinton,171,0.49,West Carroll_LA
Louisiana,LA,West Feliciana,22125,Democrat,Hillary_Clinton,902,0.801,West Feliciana_LA
Louisiana,LA,Winn,22127,Democrat,Hillary_Clinton,488,0.635,Winn_LA
Maine,ME,Oxford,23017,Democrat,Bernie_Sanders,4,0.667,Oxford_ME
Maine,ME,Penobscot,23019,Democrat,Bernie_Sanders,4,0.8,Penobscot_ME
Maine,ME,Waldo,23027,Democrat,Hillary_Clinton,0,0,Waldo_ME
Massachusetts,MA,Barnstable,25001,Democrat,Bernie_Sanders,4020,0.516,Barnstable_MA
Massachusetts,MA,Hampden,25013,Democrat,Bernie_Sanders,375,0.527,Hampden_MA
Massachusetts,MA,Nantucket,25019,Democrat,Bernie_Sanders,1051,0.514,Nantucket_MA
Massachusetts,MA,Plymouth,25023,Democrat,Bernie_Sanders,4997,0.529,Plymouth_MA
Massachusetts,MA,Worcester,25027,Democrat,Hillary_Clinton,12132,0.504,Worcester_MA
Michigan,MI,Alcona,26001,Democrat,Hillary_Clinton,463,0.487,Alcona_MI
Michigan,MI,Alger,26003,Democrat,Bernie_Sanders,622,0.6,Alger_MI
Michigan,MI,Allegan,26005,Democrat,Bernie_Sanders,5545,0.603,Allegan_MI
Michigan,MI,Alpena,26007,Democrat,Bernie_Sanders,1347,0.541,Alpena_MI
Michigan,MI,Antrim,26009,Democrat,Bernie_Sanders,1491,0.621,Antrim_MI
Michigan,MI,Arenac,26011,Democrat,Bernie_Sanders,663,0.514,Arenac_MI
Michigan,MI,Baraga,26013,Democrat,Bernie_Sanders,371,0.555,Baraga_MI
Michigan,MI,Barry,26015,Democrat,Bernie_Sanders,3078,0.628,Barry_MI
Michigan,MI,Bay,26017,Democrat,Bernie_Sanders,6363,0.493,Bay_MI
Michigan,MI,Benzie,26019,Democrat,Bernie_Sanders,1650,0.648,Benzie_MI
Michigan,MI,Berrien,26021,Democrat,Hillary_Clinton,6646,0.526,Berrien_MI
Michigan,MI,Branch,26023,Democrat,Bernie_Sanders,1246,0.536,Branch_MI
Michigan,MI,Calhoun,26025,Democrat,Bernie_Sanders,5810,0.515,Calhoun_MI
Michigan,MI,Charlevoix,26029,Democrat,Bernie_Sanders,1730,0.609,Charlevoix_MI
Michigan,MI,Cheboygan,26031,Democrat,Bernie_Sanders,1318,0.556,Cheboygan_MI
Michigan,MI,Chippewa,26033,Democrat,Bernie_Sanders,1789,0.58,Chippewa_MI
Michigan,MI,Clare,26035,Democrat,Bernie_Sanders,1239,0.52,Clare_MI
Michigan,MI,Clinton,26037,Democrat,Bernie_Sanders,4524,0.558,Clinton_MI
Michigan,MI,Delta,26041,Democrat,Bernie_Sanders,1705,0.524,Delta_MI
Michigan,MI,Dickinson,26043,Democrat,Bernie_Sanders,1075,0.515,Dickinson_MI
Michigan,MI,Eaton,26045,Democrat,Bernie_Sanders,7007,0.556,Eaton_MI
Michigan,MI,Emmet,26047,Democrat,Bernie_Sanders,2589,0.641,Emmet_MI
Michigan,MI,Genesee,26049,Democrat,Hillary_Clinton,31284,0.517,Genesee_MI
Michigan,MI,Gladwin,26051,Democrat,Bernie_Sanders,1083,0.509,Gladwin_MI
Michigan,MI,Gogebic,26053,Democrat,Bernie_Sanders,790,0.523,Gogebic_MI
Michigan,MI,Grand Traverse,26055,Democrat,Bernie_Sanders,8091,0.649,Grand Traverse_MI
Michigan,MI,Gratiot,26057,Democrat,Bernie_Sanders,1812,0.603,Gratiot_MI
Michigan,MI,Hillsdale,26059,Democrat,Bernie_Sanders,1380,0.567,Hillsdale_MI
Michigan,MI,Houghton,26061,Democrat,Bernie_Sanders,2039,0.64,Houghton_MI
Michigan,MI,Ingham,26065,Democrat,Bernie_Sanders,22909,0.547,Ingham_MI
Michigan,MI,Ionia,26067,Democrat,Bernie_Sanders,2812,0.641,Ionia_MI
Michigan,MI,Iosco,26069,Democrat,Bernie_Sanders,1202,0.514,Iosco_MI
Michigan,MI,Isabella,26073,Democrat,Bernie_Sanders,4024,0.657,Isabella_MI
Michigan,MI,Kalamazoo,26077,Democrat,Bernie_Sanders,20146,0.606,Kalamazoo_MI
Michigan,MI,Kalkaska,26079,Democrat,Bernie_Sanders,987,0.623,Kalkaska_MI
Michigan,MI,Kent,26081,Democrat,Bernie_Sanders,43375,0.625,Kent_MI
Michigan,MI,Keweenaw,26083,Democrat,Bernie_Sanders,188,0.584,Keweenaw_MI
Michigan,MI,Lapeer,26087,Democrat,Bernie_Sanders,4650,0.565,Lapeer_MI
Michigan,MI,Leelanau,26089,Democrat,Bernie_Sanders,2359,0.61,Leelanau_MI
Michigan,MI,Lenawee,26091,Democrat,Bernie_Sanders,4256,0.539,Lenawee_MI
Michigan,MI,Livingston,26093,Democrat,Bernie_Sanders,10435,0.594,Livingston_MI
Michigan,MI,Luce,26095,Democrat,Bernie_Sanders,291,0.618,Luce_MI
Michigan,MI,Mackinac,26097,Democrat,Bernie_Sanders,633,0.555,Mackinac_MI
Michigan,MI,Macomb,26099,Democrat,Hillary_Clinton,47597,0.488,Macomb_MI
Michigan,MI,Manistee,26101,Democrat,Bernie_Sanders,1646,0.582,Manistee_MI
Michigan,MI,Marquette,26103,Democrat,Bernie_Sanders,5530,0.617,Marquette_MI
Michigan,MI,Mason,26105,Democrat,Bernie_Sanders,1741,0.577,Mason_MI
Michigan,MI,Mecosta,26107,Democrat,Bernie_Sanders,1767,0.586,Mecosta_MI
Michigan,MI,Menominee,26109,Democrat,Hillary_Clinton,835,0.487,Menominee_MI
Michigan,MI,Midland,26111,Democrat,Bernie_Sanders,4568,0.587,Midland_MI
Michigan,MI,Missaukee,26113,Democrat,Bernie_Sanders,591,0.577,Missaukee_MI
Michigan,MI,Monroe,26115,Democrat,Bernie_Sanders,6842,0.481,Monroe_MI
Michigan,MI,Montcalm,26117,Democrat,Bernie_Sanders,2762,0.605,Montcalm_MI
Michigan,MI,Montmorency,26119,Democrat,Hillary_Clinton,392,0.487,Montmorency_MI
Michigan,MI,Muskegon,26121,Democrat,Bernie_Sanders,10062,0.537,Muskegon_MI
Michigan,MI,Newaygo,26123,Democrat,Bernie_Sanders,2139,0.607,Newaygo_MI
Michigan,MI,Oakland,26125,Democrat,Hillary_Clinton,92296,0.514,Oakland_MI
Michigan,MI,Oceana,26127,Democrat,Bernie_Sanders,1237,0.598,Oceana_MI
Michigan,MI,Ogemaw,26129,Democrat,Bernie_Sanders,926,0.497,Ogemaw_MI
Michigan,MI,Ontonagon,26131,Democrat,Bernie_Sanders,362,0.491,Ontonagon_MI
Michigan,MI,Oscoda,26135,Democrat,Bernie_Sanders,315,0.518,Oscoda_MI
Michigan,MI,Otsego,26137,Democrat,Bernie_Sanders,1228,0.593,Otsego_MI
Michigan,MI,Ottawa,26139,Democrat,Bernie_Sanders,14334,0.642,Ottawa_MI
Michigan,MI,Presque Isle,26141,Democrat,Bernie_Sanders,606,0.488,Presque Isle_MI
Michigan,MI,Roscommon,26143,Democrat,Bernie_Sanders,1187,0.483,Roscommon_MI
Michigan,MI,Saginaw,26145,Democrat,Hillary_Clinton,12348,0.552,Saginaw_MI
